"ID"	"Acc"	"best.pop"
"mtCR.mix-1"	"SER19-00131"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00347"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00348"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00357"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00358"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00361"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00362"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00363"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00369"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00373"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00434"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00456"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00884"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00898"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00899"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00904"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00905"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00908"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00909"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00915"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00916"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00919"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00934"	"mtCR.sound"
"mtCR.mix-1"	"SER19-01038"	"mtCR.sound"
"mtCR.mix-1"	"SER19-01040"	"mtCR.sound"
"mtCR.mix-1"	"SER19-01041"	"mtCR.sound"
"mtCR.mix-1"	"SER19-01042"	"mtCR.sound"
"mtCR.mix-1"	"SER19-01176"	"mtCR.sound"
"mtCR.mix-1"	"SER19-01230"	"mtCR.sound"
"mtCR.mix-1"	"SER20-00007"	"mtCR.sound"
"mtCR.mix-1"	"SER20-00106"	"mtCR.sound"
"mtCR.mix-1"	"SER20-00107"	"mtCR.sound"
"mtCR.mix-1"	"SER20-00108"	"mtCR.sound"
"mtCR.mix-1"	"SER20-00173"	"mtCR.sound"
